Title,Channel,Views,Duration,Upload date,Video type,Url,Thumbnail,Fallback
Blender Octane Part 7 How To Get Bloom And Glares,IIFearII,1099,00:07:03,2020-12-24,Beginner Tutorial,https://www.youtube.com/watch?v=M6GXfQ_ak9w,thumbs/M6GXfQ_ak9w.jpg,https://i.ytimg.com/vi/M6GXfQ_ak9w/hqdefault.jpg
Create Dispersion Material | Blender & Octane render ( Project files),Yassine Laatiri,20364,00:07:04,2021-08-03,Beginner Tutorial,https://www.youtube.com/watch?v=XrIL3SURcmc,thumbs/XrIL3SURcmc.jpg,https://i.ytimg.com/vi/XrIL3SURcmc/hqdefault.jpg
Fur material node - Blender Octane,Steven Scott (OnlineRender),554,00:07:04,2024-07-20,Beginner Tutorial,https://www.youtube.com/watch?v=6gp-VxJGRoQ,thumbs/6gp-VxJGRoQ.jpg,https://i.ytimg.com/vi/6gp-VxJGRoQ/hqdefault.jpg
How to make dramatic lighting (Blender OCTANE Tutorial),Sir Fansi,1446,00:07:08,2019-10-25,Beginner Tutorial,https://www.youtube.com/watch?v=aijmliYpzRE,thumbs/aijmliYpzRE.jpg,https://i.ytimg.com/vi/aijmliYpzRE/hqdefault.jpg
Blender Octane Ultimate Beginner's Guide 101 Getting Started,1 Polygon With Me,3942,00:07:10,2024-10-15,Beginner Tutorial,https://www.youtube.com/watch?v=WI11DrD8Bvk,thumbs/WI11DrD8Bvk.jpg,https://i.ytimg.com/vi/WI11DrD8Bvk/hqdefault.jpg
Blender Octane | Character Creator 4 | iClone 8 - Character Motion Capture Workflow - Part 2,Ambocc 3D,11274,00:07:15,2023-12-17,Beginner Tutorial,https://www.youtube.com/watch?v=DWyup-6N36A,thumbs/DWyup-6N36A.jpg,https://i.ytimg.com/vi/DWyup-6N36A/hqdefault.jpg
0208. Blender Tutorial - Instalando o Octane Render (free) no Blender,JulianoCarneiro3D,5281,00:07:16,2021-09-16,Beginner Tutorial,https://www.youtube.com/watch?v=Dk3wuIRpI5o,thumbs/Dk3wuIRpI5o.jpg,https://i.ytimg.com/vi/Dk3wuIRpI5o/hqdefault.jpg
I Built This Scene in 35 Minutes Using Blender Octane,1 Polygon With Me,1266,00:07:16,2025-06-29,Beginner Tutorial,https://www.youtube.com/watch?v=if_09jW3-3A,thumbs/if_09jW3-3A.jpg,https://i.ytimg.com/vi/if_09jW3-3A/hqdefault.jpg
Blender Octane Plugin : Really seamless textures with the OSL Tiling texture,Pierre Santamaria,1879,00:07:17,2022-04-21,Beginner Tutorial,https://www.youtube.com/watch?v=PJq4sJUhChU,thumbs/PJq4sJUhChU.jpg,https://i.ytimg.com/vi/PJq4sJUhChU/hqdefault.jpg
What Most Octane Blender Artists Miss: BRDF Explained,1 Polygon With Me,373,00:07:17,2025-05-29,Beginner Tutorial,https://www.youtube.com/watch?v=2AqhOTud4X4,thumbs/2AqhOTud4X4.jpg,https://i.ytimg.com/vi/2AqhOTud4X4/hqdefault.jpg
Bedroom scene Octane for Blender test (real time video).,Lino Grandi,2119,00:07:18,2020-05-02,Beginner Tutorial,https://www.youtube.com/watch?v=7zGV2ce8B6E,thumbs/7zGV2ce8B6E.jpg,https://i.ytimg.com/vi/7zGV2ce8B6E/hqdefault.jpg
Blender Octane Tutorial Series - 3 - Basic Materials,MTimtam,2917,00:07:19,2013-10-25,Beginner Tutorial,https://www.youtube.com/watch?v=_1KdaUWIRLM,thumbs/_1KdaUWIRLM.jpg,https://i.ytimg.com/vi/_1KdaUWIRLM/hqdefault.jpg
[QT] Using UDIMs in Octane for Blender,Right-Brained Tutorials,1578,00:07:22,2021-06-11,Beginner Tutorial,https://www.youtube.com/watch?v=ci6TGtp3Yyg,thumbs/ci6TGtp3Yyg.jpg,https://i.ytimg.com/vi/ci6TGtp3Yyg/hqdefault.jpg
Tutorial - Does Blender Octane Has a Frame Buffer?,ArchiVizual,411,00:07:23,2022-07-20,Beginner Tutorial,https://www.youtube.com/watch?v=J3FqwF4yMdw,thumbs/J3FqwF4yMdw.jpg,https://i.ytimg.com/vi/J3FqwF4yMdw/hqdefault.jpg
Using Z-Depth to create fog in Octane for Blender.,Lino Grandi,4872,00:07:29,2021-12-23,Beginner Tutorial,https://www.youtube.com/watch?v=6oYQrodgt14,thumbs/6oYQrodgt14.jpg,https://i.ytimg.com/vi/6oYQrodgt14/hqdefault.jpg
Setting up Blender Octane in 2024,Hassan Omer,1789,00:07:34,2024-01-25,Beginner Tutorial,https://www.youtube.com/watch?v=sZyzBXHO43Q,thumbs/sZyzBXHO43Q.jpg,https://i.ytimg.com/vi/sZyzBXHO43Q/hqdefault.jpg
BLENDER 3D & OCTANE: PEACH 3D ARTWORK TUTORIAL,saintricchi design,264,00:07:38,2025-07-24,Beginner Tutorial,https://www.youtube.com/watch?v=9Tb3EXR6U10,thumbs/9Tb3EXR6U10.jpg,https://i.ytimg.com/vi/9Tb3EXR6U10/hqdefault.jpg
Blender Keeps Crashing? Fix This One Thing,1 Polygon With Me,1090,00:07:41,2025-05-25,Beginner Tutorial,https://www.youtube.com/watch?v=TgKsMvshqyk,thumbs/TgKsMvshqyk.jpg,https://i.ytimg.com/vi/TgKsMvshqyk/hqdefault.jpg
Blender Octane Render | KitBash3D Manhattan to Octane,Ambocc 3D,1153,00:07:42,2023-04-10,Beginner Tutorial,https://www.youtube.com/watch?v=8cS0TakME7U,thumbs/8cS0TakME7U.jpg,https://i.ytimg.com/vi/8cS0TakME7U/hqdefault.jpg
Free Blender Lighting Add-on for Octane Users,1 Polygon With Me,459,00:07:42,2025-07-11,Beginner Tutorial,https://www.youtube.com/watch?v=_IEqC_D5XJ8,thumbs/_IEqC_D5XJ8.jpg,https://i.ytimg.com/vi/_IEqC_D5XJ8/hqdefault.jpg
Blender Octane issues and how to fix them - Part 1,Pierre Santamaria,1445,00:07:43,2024-11-25,Beginner Tutorial,https://www.youtube.com/watch?v=xsNU_CHg5ag,thumbs/xsNU_CHg5ag.jpg,https://i.ytimg.com/vi/xsNU_CHg5ag/hqdefault.jpg
Texture Switch and Material Switch nodes in Blender Octane.,Alex Torhan,186,00:07:45,2024-05-16,Beginner Tutorial,https://www.youtube.com/watch?v=CBF8gCUW8-c,thumbs/CBF8gCUW8-c.jpg,https://i.ytimg.com/vi/CBF8gCUW8-c/hqdefault.jpg
【Blender octane】 Full technical explanation 21: Camera imager.OC全技术宝典21:相机后期成像,4D yorha,87,00:07:45,2020-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=3qic0uHIlCY,thumbs/3qic0uHIlCY.jpg,https://i.ytimg.com/vi/3qic0uHIlCY/hqdefault.jpg
【Blender octane】 Full technical explanation 07: Black Body Emission.OC全技术宝典07:黑体发光,4D yorha,193,00:07:47,2020-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=-Gx_qLgaC9c,thumbs/-Gx_qLgaC9c.jpg,https://i.ytimg.com/vi/-Gx_qLgaC9c/hqdefault.jpg
Blender Octane analytical lights,Pierre Santamaria,1274,00:07:51,2024-07-23,Beginner Tutorial,https://www.youtube.com/watch?v=r9xzCeRzO_Q,thumbs/r9xzCeRzO_Q.jpg,https://i.ytimg.com/vi/r9xzCeRzO_Q/hqdefault.jpg
FAST TUT: Using Decals in Octane for Blender,Xolotl Studio,2489,00:08:03,2021-02-25,Beginner Tutorial,https://www.youtube.com/watch?v=Ku_tQ736ciM,thumbs/Ku_tQ736ciM.jpg,https://i.ytimg.com/vi/Ku_tQ736ciM/hqdefault.jpg
Tutorial - How to Use the Ray Switch Material in Blender Octane,ArchiVizual,1063,00:08:05,2022-05-24,Beginner Tutorial,https://www.youtube.com/watch?v=s8fOAC-mG0A,thumbs/s8fOAC-mG0A.jpg,https://i.ytimg.com/vi/s8fOAC-mG0A/hqdefault.jpg
Custom AOVs in Octane for Blender (Octane 2021 integration).,Lino Grandi,2798,00:08:10,2021-12-20,Beginner Tutorial,https://www.youtube.com/watch?v=LCZz9yYcDBE,thumbs/LCZz9yYcDBE.jpg,https://i.ytimg.com/vi/LCZz9yYcDBE/hqdefault.jpg
How To Make Blender Look Like Octane,Futureblur,15983,00:08:13,2024-03-07,Beginner Tutorial,https://www.youtube.com/watch?v=RYgU2nR5KlA,thumbs/RYgU2nR5KlA.jpg,https://i.ytimg.com/vi/RYgU2nR5KlA/hqdefault.jpg
Blender Octane | Octane Helper Tool | Free Download,1 Polygon With Me,3246,00:08:27,2020-12-14,Beginner Tutorial,https://www.youtube.com/watch?v=66BpdsrBifI,thumbs/66BpdsrBifI.jpg,https://i.ytimg.com/vi/66BpdsrBifI/hqdefault.jpg
How to Install Octane for Blender 2.9,Final Result,3205,00:08:33,2020-10-21,Beginner Tutorial,https://www.youtube.com/watch?v=yfnNFvdoeO8,thumbs/yfnNFvdoeO8.jpg,https://i.ytimg.com/vi/yfnNFvdoeO8/hqdefault.jpg
Tutorial - The New Blender Octane AOV Node Graph,ArchiVizual,3201,00:08:34,2022-01-21,Beginner Tutorial,https://www.youtube.com/watch?v=U54V96-m2WQ,thumbs/U54V96-m2WQ.jpg,https://i.ytimg.com/vi/U54V96-m2WQ/hqdefault.jpg
Realistic colored glass | Blender & Octane Tutorial,Timvias,1996,00:08:37,2024-08-23,Beginner Tutorial,https://www.youtube.com/watch?v=zdK2MIqPodg,thumbs/zdK2MIqPodg.jpg,https://i.ytimg.com/vi/zdK2MIqPodg/hqdefault.jpg
Blender Octane - Smoke Fluid Simulation,Ambocc 3D,1264,00:08:45,2024-02-10,Beginner Tutorial,https://www.youtube.com/watch?v=59zRB8tzheg,thumbs/59zRB8tzheg.jpg,https://i.ytimg.com/vi/59zRB8tzheg/hqdefault.jpg
Open Scene of the Scandinavian Scene - Blender Octane,ArchiVizual,733,00:08:48,2021-05-19,Beginner Tutorial,https://www.youtube.com/watch?v=wCqJijik8sA,thumbs/wCqJijik8sA.jpg,https://i.ytimg.com/vi/wCqJijik8sA/hqdefault.jpg
Blender Octane Making a Render Part 1,IIFearII,176,00:09:00,2021-10-13,Beginner Tutorial,https://www.youtube.com/watch?v=OlsAiGkWhu0,thumbs/OlsAiGkWhu0.jpg,https://i.ytimg.com/vi/OlsAiGkWhu0/hqdefault.jpg
Part 5: Free Materials In Octane and Blender 2.8,Final Result,18673,00:09:03,2020-02-28,Beginner Tutorial,https://www.youtube.com/watch?v=--Xs6ld6Nok,thumbs/--Xs6ld6Nok.jpg,https://i.ytimg.com/vi/--Xs6ld6Nok/hqdefault.jpg
Shaders Plus vs Octane Render | Caustic Shadows in Blender,Popular Imagination ,2479,00:09:07,2025-01-04,Beginner Tutorial,https://www.youtube.com/watch?v=wjt02SZ8kPs,thumbs/wjt02SZ8kPs.jpg,https://i.ytimg.com/vi/wjt02SZ8kPs/hqdefault.jpg
Octane Edge Tools – Complete Toon Edge Setup in Blender,Lino Grandi,6368,00:09:09,2025-06-02,Beginner Tutorial,https://www.youtube.com/watch?v=E4pw7ZbF-p4,thumbs/E4pw7ZbF-p4.jpg,https://i.ytimg.com/vi/E4pw7ZbF-p4/hqdefault.jpg
Marble texture Material | Blender & Octane,Timvias,305,00:09:11,2023-04-23,Beginner Tutorial,https://www.youtube.com/watch?v=pfQgsRbrMfU,thumbs/pfQgsRbrMfU.jpg,https://i.ytimg.com/vi/pfQgsRbrMfU/hqdefault.jpg
REPAIR- Concept Art Timelapse -Made in BLENDER OCTANE AND PHOTOSHOP,Nivellium,1903,00:09:16,2023-06-26,Beginner Tutorial,https://www.youtube.com/watch?v=lRI9lgfbeKw,thumbs/lRI9lgfbeKw.jpg,https://i.ytimg.com/vi/lRI9lgfbeKw/hqdefault.jpg
"Blender / Octane .....material / texture .... emissive image, color correction,",RETRO MoGraph,1021,00:09:21,2021-11-17,Beginner Tutorial,https://www.youtube.com/watch?v=8j2FwrUJe5M,thumbs/8j2FwrUJe5M.jpg,https://i.ytimg.com/vi/8j2FwrUJe5M/hqdefault.jpg
OCTANE BLENDER - CONCEPT ART TIMELAPSE,Nivellium,1526,00:09:24,2022-10-04,Beginner Tutorial,https://www.youtube.com/watch?v=8kPW5D3CVxQ,thumbs/8kPW5D3CVxQ.jpg,https://i.ytimg.com/vi/8kPW5D3CVxQ/hqdefault.jpg
How to Switch Between Blender Octane and Cycles in ONE Click,1 Polygon With Me,2474,00:09:31,2025-03-25,Beginner Tutorial,https://www.youtube.com/watch?v=xGuuq92jIkw,thumbs/xGuuq92jIkw.jpg,https://i.ytimg.com/vi/xGuuq92jIkw/hqdefault.jpg
Octane в Blender: Часть 1. Установка и активация.,Dmi3ryd_Tutors,1643,00:09:33,2024-08-01,Beginner Tutorial,https://www.youtube.com/watch?v=brFse_38j-M,thumbs/brFse_38j-M.jpg,https://i.ytimg.com/vi/brFse_38j-M/hqdefault.jpg
Troubleshooting Blender Octane - How to Set Up Octane,1 Polygon With Me,6692,00:09:34,2023-09-21,Beginner Tutorial,https://www.youtube.com/watch?v=kfGt01a5khc,thumbs/kfGt01a5khc.jpg,https://i.ytimg.com/vi/kfGt01a5khc/hqdefault.jpg
Blender Octane Render Tutorial | PBR Light Basics,Ambocc 3D,3584,00:09:36,2022-09-21,Beginner Tutorial,https://www.youtube.com/watch?v=JJS7BJMeaoI,thumbs/JJS7BJMeaoI.jpg,https://i.ytimg.com/vi/JJS7BJMeaoI/hqdefault.jpg
Blender Octane | Using Render Passes to render alphachannel with post processing,Franz Röhrle,3367,00:09:36,2022-03-14,Beginner Tutorial,https://www.youtube.com/watch?v=tOCsY7rgAzc,thumbs/tOCsY7rgAzc.jpg,https://i.ytimg.com/vi/tOCsY7rgAzc/hqdefault.jpg
【Blender octane】 Full technical explanation 27: Metal Material.OC全技术宝典27:金属材质,4D yorha,298,00:09:39,2020-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=8DNTxHvUFck,thumbs/8DNTxHvUFck.jpg,https://i.ytimg.com/vi/8DNTxHvUFck/hqdefault.jpg
Tutorial - Octane for Blender Light Basics,Octane Universe,7463,00:09:44,2023-02-14,Beginner Tutorial,https://www.youtube.com/watch?v=nM8KveQn290,thumbs/nM8KveQn290.jpg,https://i.ytimg.com/vi/nM8KveQn290/hqdefault.jpg
Blender Octane 3.0 Asset Browser,ArchiVizual,1698,00:09:48,2022-01-13,Beginner Tutorial,https://www.youtube.com/watch?v=QbRRjckOc4U,thumbs/QbRRjckOc4U.jpg,https://i.ytimg.com/vi/QbRRjckOc4U/hqdefault.jpg
Blender Cycles vs Octane | with Commentary Part 2 of 2,Ambocc 3D,8886,00:09:54,2023-06-16,Beginner Tutorial,https://www.youtube.com/watch?v=XsIVa_LaMSY,thumbs/XsIVa_LaMSY.jpg,https://i.ytimg.com/vi/XsIVa_LaMSY/hqdefault.jpg
Why I Stopped Rendering PNGs in Blender Octane,1 Polygon With Me,237,00:09:55,2025-07-30,Beginner Tutorial,https://www.youtube.com/watch?v=qF3ecLHl4ro,thumbs/qF3ecLHl4ro.jpg,https://i.ytimg.com/vi/qF3ecLHl4ro/hqdefault.jpg
Caustics in Blender Octane,ArchiVizual,4865,00:10:05,2021-07-06,Beginner Tutorial,https://www.youtube.com/watch?v=PSETUK_2hZg,thumbs/PSETUK_2hZg.jpg,https://i.ytimg.com/vi/PSETUK_2hZg/hqdefault.jpg
This Octane Blender Dust Shader Gives You INSANE Control,1 Polygon With Me,495,00:10:05,2025-06-18,Beginner Tutorial,https://www.youtube.com/watch?v=95fuzU3vi0M,thumbs/95fuzU3vi0M.jpg,https://i.ytimg.com/vi/95fuzU3vi0M/hqdefault.jpg
Tutorial - How to Create a Frozen Glass in Blender Octane,ArchiVizual,3161,00:10:11,2022-08-04,Beginner Tutorial,https://www.youtube.com/watch?v=sU9fmwH01pk,thumbs/sU9fmwH01pk.jpg,https://i.ytimg.com/vi/sU9fmwH01pk/hqdefault.jpg
Tutorial - The New Photon Tracing in Blender Octane,ArchiVizual,2461,00:10:11,2022-12-26,Beginner Tutorial,https://www.youtube.com/watch?v=ZOPMXdK-T4o,thumbs/ZOPMXdK-T4o.jpg,https://i.ytimg.com/vi/ZOPMXdK-T4o/hqdefault.jpg
Blender Octane Beginner Lighting Tip,1 Polygon With Me,7086,00:10:17,2023-06-22,Beginner Tutorial,https://www.youtube.com/watch?v=ERiKF4g3bvE,thumbs/ERiKF4g3bvE.jpg,https://i.ytimg.com/vi/ERiKF4g3bvE/hqdefault.jpg
Create Windows 11 wallpaper style - Blender Octane Tutorial,Sonny Nguyen,12957,00:10:21,2021-07-22,Beginner Tutorial,https://www.youtube.com/watch?v=egFLVO-ML3A,thumbs/egFLVO-ML3A.jpg,https://i.ytimg.com/vi/egFLVO-ML3A/hqdefault.jpg
Blender Octane Tutorial PT 2/2 | Editing in AfterEffects,Franz Röhrle,642,00:10:32,2022-01-08,Beginner Tutorial,https://www.youtube.com/watch?v=oMwQ8ZC6NoQ,thumbs/oMwQ8ZC6NoQ.jpg,https://i.ytimg.com/vi/oMwQ8ZC6NoQ/hqdefault.jpg
"How I Use Octane Blender ""Moldy Jar Material""",1 Polygon With Me,432,00:10:32,2025-05-30,Beginner Tutorial,https://www.youtube.com/watch?v=hU1jbGAZrv8,thumbs/hU1jbGAZrv8.jpg,https://i.ytimg.com/vi/hU1jbGAZrv8/hqdefault.jpg
Why I like Octane Blender Better Ep 3,1 Polygon With Me,5150,00:10:35,2024-10-19,Beginner Tutorial,https://www.youtube.com/watch?v=P_CQUClbxq0,thumbs/P_CQUClbxq0.jpg,https://i.ytimg.com/vi/P_CQUClbxq0/hqdefault.jpg
The Surprising Truth About Noise and Lights in Octane Nobody Tells You,1 Polygon With Me,1222,00:10:41,2025-01-14,Beginner Tutorial,https://www.youtube.com/watch?v=vr3pt5hjasM,thumbs/vr3pt5hjasM.jpg,https://i.ytimg.com/vi/vr3pt5hjasM/hqdefault.jpg
Chipping metallic paint | Blender & Octane Tutorial,Timvias,455,00:10:42,2024-01-25,Beginner Tutorial,https://www.youtube.com/watch?v=Wv4t3b4ycQI,thumbs/Wv4t3b4ycQI.jpg,https://i.ytimg.com/vi/Wv4t3b4ycQI/hqdefault.jpg
Cryptomattes | Blender & Octane Tutorial,Timvias,980,00:10:48,2023-07-23,Beginner Tutorial,https://www.youtube.com/watch?v=GYmw7YUdMzw,thumbs/GYmw7YUdMzw.jpg,https://i.ytimg.com/vi/GYmw7YUdMzw/hqdefault.jpg
Blender and Octane Light Linking Tutorial: Create Professional Renders with Precision,J_Roenn ,9749,00:10:51,2023-07-10,Beginner Tutorial,https://www.youtube.com/watch?v=jnRCGU_Zzmo,thumbs/jnRCGU_Zzmo.jpg,https://i.ytimg.com/vi/jnRCGU_Zzmo/hqdefault.jpg
3) Octane بالعربي | Glossy Material,nourmaged3d - نور ماجد ثري دي,11,00:10:52,2025-08-01,Beginner Tutorial,https://www.youtube.com/watch?v=9pWhanoE784,thumbs/9pWhanoE784.jpg,https://i.ytimg.com/vi/9pWhanoE784/hqdefault.jpg
Make the most out of your renders! ACES in Octane for Blender!,Manning Moore,9791,00:10:55,2021-04-18,Beginner Tutorial,https://www.youtube.com/watch?v=stewBo7Hm1A,thumbs/stewBo7Hm1A.jpg,https://i.ytimg.com/vi/stewBo7Hm1A/hqdefault.jpg
Embergen VDB in Blender Octane,Pierre Santamaria,3964,00:11:04,2021-01-18,Beginner Tutorial,https://www.youtube.com/watch?v=xtBb7Zod95Q,thumbs/xtBb7Zod95Q.jpg,https://i.ytimg.com/vi/xtBb7Zod95Q/hqdefault.jpg
Blender Octane How To Setup Z-Depth Pass,1 Polygon With Me,403,00:11:05,2025-06-10,Beginner Tutorial,https://www.youtube.com/watch?v=OPF71kNfVtM,thumbs/OPF71kNfVtM.jpg,https://i.ytimg.com/vi/OPF71kNfVtM/hqdefault.jpg
Space Lighting made simple - Blender Tutorial - T0029,Technouveau,3442,00:11:15,2025-07-14,Beginner Tutorial,https://www.youtube.com/watch?v=LhkCLH-imQI,thumbs/LhkCLH-imQI.jpg,https://i.ytimg.com/vi/LhkCLH-imQI/hqdefault.jpg
How to Use Poliigon PBR Material | Octane for Blender,1 Polygon With Me,4935,00:11:27,2023-10-31,Beginner Tutorial,https://www.youtube.com/watch?v=3UPjNq4bEwU,thumbs/3UPjNq4bEwU.jpg,https://i.ytimg.com/vi/3UPjNq4bEwU/hqdefault.jpg
FIVE BEST NEW Features You Should Try Right NOW in Blender 4.5!,SouthernShotty,70599,00:11:29,2025-07-08,Beginner Tutorial,https://www.youtube.com/watch?v=5haeOZjrYw4,thumbs/5haeOZjrYw4.jpg,https://i.ytimg.com/vi/5haeOZjrYw4/hqdefault.jpg
Blender & Octane: How to Make Easy Realistic Soft Foam!,Final Result,1427,00:11:41,2025-02-18,Beginner Tutorial,https://www.youtube.com/watch?v=4WkkVX4_AUo,thumbs/4WkkVX4_AUo.jpg,https://i.ytimg.com/vi/4WkkVX4_AUo/hqdefault.jpg
Blender Octane & Geometry Nodes -  How to Create an Abstract Artwork,MYSPACESHIP,409,00:11:43,2025-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=RTU5peiZe0k,thumbs/RTU5peiZe0k.jpg,https://i.ytimg.com/vi/RTU5peiZe0k/hqdefault.jpg
Blender Octane Render Tutorial | Cycles to Octane Material Converter,Ambocc 3D,7143,00:11:56,2023-03-09,Beginner Tutorial,https://www.youtube.com/watch?v=kYAvltL3ASQ,thumbs/kYAvltL3ASQ.jpg,https://i.ytimg.com/vi/kYAvltL3ASQ/hqdefault.jpg
Blender Octane | Beginner Texture Displacement Tutorial!,1 Polygon With Me,3649,00:11:57,2023-06-06,Beginner Tutorial,https://www.youtube.com/watch?v=yGFA1ELP0EQ,thumbs/yGFA1ELP0EQ.jpg,https://i.ytimg.com/vi/yGFA1ELP0EQ/hqdefault.jpg
Octane and Blender alpha shadows.,Final Result,3454,00:12:07,2021-02-09,Beginner Tutorial,https://www.youtube.com/watch?v=nWyOiBBI97Q,thumbs/nWyOiBBI97Q.jpg,https://i.ytimg.com/vi/nWyOiBBI97Q/hqdefault.jpg
Blender Octane Tutorial | Part 3 | How to create fog in Octane Blender,Franz Röhrle,13889,00:12:17,2020-09-25,Beginner Tutorial,https://www.youtube.com/watch?v=2DhgLo9GGQI,thumbs/2DhgLo9GGQI.jpg,https://i.ytimg.com/vi/2DhgLo9GGQI/hqdefault.jpg
Compositing in Blender - The Basics | Octane,1 Polygon With Me,2069,00:12:22,2023-10-07,Beginner Tutorial,https://www.youtube.com/watch?v=v7RyGW1Yt2w,thumbs/v7RyGW1Yt2w.jpg,https://i.ytimg.com/vi/v7RyGW1Yt2w/hqdefault.jpg
"Blender Caustics Comparisons | Cycles, AMD ProRender, Octane Render and LuxCore",djtutorials,11524,00:12:23,2022-10-19,Beginner Tutorial,https://www.youtube.com/watch?v=uajO2_WZ4Ck,thumbs/uajO2_WZ4Ck.jpg,https://i.ytimg.com/vi/uajO2_WZ4Ck/hqdefault.jpg
Blender Octane Part 12 How To Use Mix Material,IIFearII,2762,00:12:27,2021-04-29,Beginner Tutorial,https://www.youtube.com/watch?v=jYjoHE64uuE,thumbs/jYjoHE64uuE.jpg,https://i.ytimg.com/vi/jYjoHE64uuE/hqdefault.jpg
Octane for Blender // AP Octane 2.0 Tutorial,Alex Pearce,2983,00:12:34,2022-02-08,Beginner Tutorial,https://www.youtube.com/watch?v=K5dKma-Skrw,thumbs/K5dKma-Skrw.jpg,https://i.ytimg.com/vi/K5dKma-Skrw/hqdefault.jpg
Unlocking the Beauty of Caustics in Octane and Blender,J_Roenn ,9185,00:12:35,2023-10-19,Beginner Tutorial,https://www.youtube.com/watch?v=H1bWGVdWqGo,thumbs/H1bWGVdWqGo.jpg,https://i.ytimg.com/vi/H1bWGVdWqGo/hqdefault.jpg
Translucent Plastic Material | Blender & Octane Tutorial,Timvias,2854,00:12:36,2024-01-10,Beginner Tutorial,https://www.youtube.com/watch?v=EkYm_91D5KU,thumbs/EkYm_91D5KU.jpg,https://i.ytimg.com/vi/EkYm_91D5KU/hqdefault.jpg
Tutorial - How to Create a Foggy Environment in Blender Octane,ArchiVizual,1274,00:12:42,2021-07-27,Beginner Tutorial,https://www.youtube.com/watch?v=cBzzN57n0po,thumbs/cBzzN57n0po.jpg,https://i.ytimg.com/vi/cBzzN57n0po/hqdefault.jpg
Octane for Blender - Displacement Fundamentals,aumission,2768,00:12:44,2024-02-10,Beginner Tutorial,https://www.youtube.com/watch?v=PVYW0zrRdgw,thumbs/PVYW0zrRdgw.jpg,https://i.ytimg.com/vi/PVYW0zrRdgw/hqdefault.jpg
Tutorial - AI Stable Diffusion in Blender Octane,ArchiVizual,1250,00:12:47,2023-06-08,Beginner Tutorial,https://www.youtube.com/watch?v=2m5rDIthDeA,thumbs/2m5rDIthDeA.jpg,https://i.ytimg.com/vi/2m5rDIthDeA/hqdefault.jpg
Introduction to Octane for Blender: Part 3 - Lighting and Rendering,J_Roenn ,10428,00:13:17,2023-06-19,Beginner Tutorial,https://www.youtube.com/watch?v=7gdd7cxDLZ0,thumbs/7gdd7cxDLZ0.jpg,https://i.ytimg.com/vi/7gdd7cxDLZ0/hqdefault.jpg
Boost Your CG Bottle Renders: Lighting Secrets with Blender and Octane,J_Roenn ,11037,00:13:32,2023-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=y7RO8j60xEY,thumbs/y7RO8j60xEY.jpg,https://i.ytimg.com/vi/y7RO8j60xEY/hqdefault.jpg
HOW TO GET GLARE AND BLOOM EFFECT IN BLENDER / CHROME TYPE / OCTANE,Hightri Live,4061,00:13:53,2022-09-25,Beginner Tutorial,https://www.youtube.com/watch?v=JNLIFibjayE,thumbs/JNLIFibjayE.jpg,https://i.ytimg.com/vi/JNLIFibjayE/hqdefault.jpg
Real-Time Octane Blender Tricks You Need To See!,1 Polygon With Me,706,00:14:02,2025-05-20,Beginner Tutorial,https://www.youtube.com/watch?v=6zuNzTb195Y,thumbs/6zuNzTb195Y.jpg,https://i.ytimg.com/vi/6zuNzTb195Y/hqdefault.jpg
Blender Octane | Davinci Resolve 16 Work Flow | Daily Render #2,Patrick Levar,13114,00:14:04,2020-02-14,Beginner Tutorial,https://www.youtube.com/watch?v=ZLLYFGQpQ_E,thumbs/ZLLYFGQpQ_E.jpg,https://i.ytimg.com/vi/ZLLYFGQpQ_E/hqdefault.jpg
Practical Photorealism - Materials - Octane for Blender,aumission,2733,00:14:04,2024-01-20,Beginner Tutorial,https://www.youtube.com/watch?v=E9rI9RsimOg,thumbs/E9rI9RsimOg.jpg,https://i.ytimg.com/vi/E9rI9RsimOg/hqdefault.jpg
PBR RENDERING - Setting up SUBSTANCE PAINTER Materials in OCTANE for BLENDER [Part 01],Xolotl Studio,5518,00:14:11,2021-02-01,Beginner Tutorial,https://www.youtube.com/watch?v=Ap-gBu-ewEo,thumbs/Ap-gBu-ewEo.jpg,https://i.ytimg.com/vi/Ap-gBu-ewEo/hqdefault.jpg
Beginner’s Guide to Blender Octane AOV's Render Passes,1 Polygon With Me,6074,00:14:12,2023-10-21,Beginner Tutorial,https://www.youtube.com/watch?v=wBh3a8kxATg,thumbs/wBh3a8kxATg.jpg,https://i.ytimg.com/vi/wBh3a8kxATg/hqdefault.jpg
FREE Blender Octane 2024 -Setup Guide,1 Polygon With Me,18565,00:14:14,2024-01-20,Beginner Tutorial,https://www.youtube.com/watch?v=edZHalbQmGM,thumbs/edZHalbQmGM.jpg,https://i.ytimg.com/vi/edZHalbQmGM/hqdefault.jpg
Car Shading Basics in Blender Octane (Easier than you think!),Agent Rat,41,00:14:18,2025-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=8VNUtQbgowo,thumbs/8VNUtQbgowo.jpg,https://i.ytimg.com/vi/8VNUtQbgowo/hqdefault.jpg
